index,stream,Zscore,al_year,sub1,sub1_r,sub2,sub2_r,sub3,sub3_r,cgt_r,ge_r,syllabus,birth_day,birth_month,birth_year,gender
153971,BIOLOGICAL SCIENCE,0.8121,2020,PHYSICS,C,CHEMISTRY,B,BIOLOGY,C,Absent,Absent,new,2,June,2000,female
78515,BIOLOGICAL SCIENCE,1.9454,2020,PHYSICS,B,CHEMISTRY,A,BIOLOGY,B,Absent,Absent,new,24,July,2000,female
98845,BIOLOGICAL SCIENCE,-0.1516,2020,PHYSICS,S,CHEMISTRY,S,BIOLOGY,S,056,A,new,22,March,2000,female
115872,BIOLOGICAL SCIENCE,-0.0492,2020,PHYSICS,S,CHEMISTRY,S,BIOLOGY,C,058,A,new,11,April,2001,female
12400,BIOLOGICAL SCIENCE,1.1177,2020,PHYSICS,C,CHEMISTRY,B,BIOLOGY,B,058,A,new,27,July,2001,female
251241,BIOLOGICAL SCIENCE,-0.3561,2020,PHYSICS,S,CHEMISTRY,F,BIOLOGY,S,064,C,new,16,May,2000,male
149204,BIOLOGICAL SCIENCE,1.3652,2020,PHYSICS,B,CHEMISTRY,C,BIOLOGY,C,072,B,new,27,August,2001,male
118410,BIOLOGICAL SCIENCE,0.3969,2020,PHYSICS,S,CHEMISTRY,C,BIOLOGY,S,062,B,new,18,October,2001,male
120962,BIOLOGICAL SCIENCE,2.0957,2020,PHYSICS,A,CHEMISTRY,A,BIOLOGY,A,Absent,A,new,24,July,2000,female
210943,BIOLOGICAL SCIENCE,-0.4811,2020,PHYSICS,S,CHEMISTRY,S,BIOLOGY,S,056,B,new,2,March,2001,female
166001,BIOLOGICAL SCIENCE,-0.3558,2020,PHYSICS,S,CHEMISTRY,S,BIOLOGY,S,058,S,new,8,January,2002,female
2994,BIOLOGICAL SCIENCE,-0.4966,2020,PHYSICS,S,CHEMISTRY,F,COMBINED MATHEMATICS,S,060,B,new,17,November,2001,female
75275,BIOLOGICAL SCIENCE,-0.6245,2020,PHYSICS,S,CHEMISTRY,S,BIOLOGY,F,070,B,new,24,July,2001,male
77664,BIOLOGICAL SCIENCE,-0.0841,2020,PHYSICS,S,CHEMISTRY,F,BIOLOGY,C,066,B,new,30,September,2001,male
128136,BIOLOGICAL SCIENCE,0.1171,2020,PHYSICS,S,CHEMISTRY,S,BIOLOGY,C,066,A,new,15,March,2001,female
139033,BIOLOGICAL SCIENCE,-0.1894,2020,CHEMISTRY,F,AGRICULTURAL SCIENCE,C,BIOLOGY,S,054,C,new,3,August,2000,female
12561,BIOLOGICAL SCIENCE,-0.4954,2020,PHYSICS,S,CHEMISTRY,F,COMBINED MATHEMATICS,S,062,A,new,5,September,2001,female
148849,BIOLOGICAL SCIENCE,-0.6024,2020,PHYSICS,S,CHEMISTRY,S,COMBINED MATHEMATICS,F,076,A,new,12,October,2001,male
218937,BIOLOGICAL SCIENCE,-0.021,2020,PHYSICS,S,CHEMISTRY,S,BIOLOGY,S,Absent,F,new,7,June,2000,female
8550,BIOLOGICAL SCIENCE,0.3953,2020,PHYSICS,S,CHEMISTRY,C,BIOLOGY,S,Absent,A,new,28,March,2000,male
116263,BIOLOGICAL SCIENCE,0.9133,2020,PHYSICS,C,CHEMISTRY,B,BIOLOGY,C,066,F,new,14,June,2001,male
121530,BIOLOGICAL SCIENCE,0.7894,2020,PHYSICS,C,CHEMISTRY,C,BIOLOGY,C,060,S,new,19,September,2001,female
330993,BIOLOGICAL SCIENCE,0.1701,2020,PHYSICS,S,CHEMISTRY,C,BIOLOGY,C,Absent,Absent,old,26,July,1999,male
324395,BIOLOGICAL SCIENCE,1.6737,2020,PHYSICS,B,CHEMISTRY,B,BIOLOGY,A,Absent,S,old,8,September,1999,female
321634,BIOLOGICAL SCIENCE,0.6333,2020,PHYSICS,C,CHEMISTRY,C,BIOLOGY,B,058,C,old,24,October,1999,female
325078,BIOLOGICAL SCIENCE,-0.7481,2020,CHEMISTRY,F,AGRICULTURAL SCIENCE,C,BIOLOGY,S,038,F,old,5,March,1999,female
335917,BIOLOGICAL SCIENCE,0.3612,2020,PHYSICS,C,CHEMISTRY,B,BIOLOGY,S,Absent,F,old,22,March,1999,male
315518,BIOLOGICAL SCIENCE,0.3959,2020,PHYSICS,C,CHEMISTRY,C,BIOLOGY,C,062,B,old,19,September,1998,male
313767,BIOLOGICAL SCIENCE,-0.5427,2020,CHEMISTRY,S,AGRICULTURAL SCIENCE,S,BIOLOGY,S,Absent,Absent,old,22,February,1995,female
306565,BIOLOGICAL SCIENCE,1.6284,2020,PHYSICS,B,CHEMISTRY,B,BIOLOGY,A,Absent,Absent,old,30,August,1999,female
313837,BIOLOGICAL SCIENCE,1.036,2020,PHYSICS,C,CHEMISTRY,C,BIOLOGY,A,050,C,old,20,May,1999,female
315642,BIOLOGICAL SCIENCE,1.1544,2020,PHYSICS,C,CHEMISTRY,B,BIOLOGY,B,075,B,old,20,July,1999,female
200180,BIOSYSTEMS TECHNOLOGY,0.3589,2020,AGRICULTURAL SCIENCE,C,BIO SYSTEMS TECHNOLOGY,S,SCIENCE FOR TECHNOLOGY,C,036,F,new,13,November,2001,male
203373,BIOSYSTEMS TECHNOLOGY,-0.5375,2020,AGRICULTURAL SCIENCE,S,BIO SYSTEMS TECHNOLOGY,S,SCIENCE FOR TECHNOLOGY,S,044,S,new,4,March,2000,male
107696,BIOSYSTEMS TECHNOLOGY,-0.594,2020,AGRICULTURAL SCIENCE,F,DANCING(INDIGENOUS),S,SINHALA,C,038,F,new,20,June,2001,female
272109,BIOSYSTEMS TECHNOLOGY,0.8233,2020,AGRICULTURAL SCIENCE,C,BIO SYSTEMS TECHNOLOGY,C,SCIENCE FOR TECHNOLOGY,C,054,F,new,3,December,2001,female
165628,BIOSYSTEMS TECHNOLOGY,2.0954,2020,INFORMATION & COMMUNICATION TECHNOLOGY,B,BIO SYSTEMS TECHNOLOGY,B,SCIENCE FOR TECHNOLOGY,A,052,A,new,6,April,2001,female
291811,BIOSYSTEMS TECHNOLOGY,-0.0082,2020,AGRICULTURAL SCIENCE,C,BIO SYSTEMS TECHNOLOGY,S,SCIENCE FOR TECHNOLOGY,S,026,F,new,9,August,2000,male
63178,BIOSYSTEMS TECHNOLOGY,0.1585,2020,AGRICULTURAL SCIENCE,S,BIO SYSTEMS TECHNOLOGY,C,SCIENCE FOR TECHNOLOGY,S,044,S,new,30,March,2001,male
134191,BIOSYSTEMS TECHNOLOGY,0.1911,2020,AGRICULTURAL SCIENCE,S,BIO SYSTEMS TECHNOLOGY,S,SCIENCE FOR TECHNOLOGY,C,Absent,Absent,new,10,March,1999,female
125459,BIOSYSTEMS TECHNOLOGY,0.516,2020,AGRICULTURAL SCIENCE,C,BIO SYSTEMS TECHNOLOGY,C,SCIENCE FOR TECHNOLOGY,C,050,S,new,5,February,2001,male
195527,BIOSYSTEMS TECHNOLOGY,-0.2629,2020,AGRICULTURAL SCIENCE,S,BIO SYSTEMS TECHNOLOGY,S,SCIENCE FOR TECHNOLOGY,F,040,F,new,15,March,2001,male
116855,BIOSYSTEMS TECHNOLOGY,-0.1938,2020,AGRICULTURAL SCIENCE,F,POLITICAL SCIENCE,S,SINHALA,C,040,F,new,24,October,2001,female
252757,BIOSYSTEMS TECHNOLOGY,-0.4733,2020,AGRICULTURAL SCIENCE,F,POLITICAL SCIENCE,S,ART,S,034,F,new,25,August,2000,female
42076,BIOSYSTEMS TECHNOLOGY,-0.4371,2020,AGRICULTURAL SCIENCE,S,BIO SYSTEMS TECHNOLOGY,S,SCIENCE FOR TECHNOLOGY,F,Absent,F,new,22,March,2000,female
265687,BIOSYSTEMS TECHNOLOGY,0.6519,2020,AGRICULTURAL SCIENCE,S,BIO SYSTEMS TECHNOLOGY,C,SCIENCE FOR TECHNOLOGY,C,046,F,new,10,August,2001,female
257986,BIOSYSTEMS TECHNOLOGY,1.372,2020,AGRICULTURAL SCIENCE,B,BIO SYSTEMS TECHNOLOGY,C,SCIENCE FOR TECHNOLOGY,B,040,S,new,22,April,2001,female
158228,BIOSYSTEMS TECHNOLOGY,0.9187,2020,AGRICULTURAL SCIENCE,C,BIO SYSTEMS TECHNOLOGY,C,SCIENCE FOR TECHNOLOGY,C,Absent,C,new,24,March,2000,female
68655,BIOSYSTEMS TECHNOLOGY,-0.5672,2020,AGRICULTURAL SCIENCE,S,BIO SYSTEMS TECHNOLOGY,S,SCIENCE FOR TECHNOLOGY,S,032,F,new,30,December,2001,female
335164,BIOSYSTEMS TECHNOLOGY,-0.6404,2020,AGRICULTURAL SCIENCE,F,GEOGRAPHY,S,ISLAM,S,035,Absent,old,18,September,1996,male
29257,COMMERCE,-0.6316,2020,ECONOMICS,S,BUSINESS STUDIES,S,ACCOUNTING,S,034,F,new,9,November,2000,female
254380,COMMERCE,0.4626,2020,ECONOMICS,B,BUSINESS STUDIES,C,ACCOUNTING,S,034,S,new,5,April,2001,female
85844,COMMERCE,1.102,2020,ECONOMICS,A,BUSINESS STUDIES,B,ACCOUNTING,B,040,S,new,17,February,2001,female
235552,COMMERCE,0.1136,2020,ECONOMICS,C,BUSINESS STUDIES,C,ACCOUNTING,C,Absent,C,new,23,March,2000,female
96484,COMMERCE,-0.87,2020,ECONOMICS,F,BUSINESS STUDIES,S,ACCOUNTING,S,034,F,new,8,August,2000,male
66871,COMMERCE,1.2247,2020,ECONOMICS,B,BUSINESS STUDIES,A,ACCOUNTING,B,050,F,new,24,November,2001,male
153514,COMMERCE,-0.6949,2020,ECONOMICS,S,BUSINESS STUDIES,S,ACCOUNTING,F,046,S,new,4,January,2002,male
19863,COMMERCE,0.2426,2020,ECONOMICS,B,BUSINESS STUDIES,C,ACCOUNTING,S,042,S,new,8,May,2001,female
40074,COMMERCE,-0.2276,2020,ECONOMICS,S,BUSINESS STUDIES,C,ACCOUNTING,S,050,S,new,30,October,2001,female
53942,COMMERCE,0.1758,2020,ECONOMICS,B,BUSINESS STATISTICS,S,ACCOUNTING,S,038,C,new,20,June,2001,male
20010,COMMERCE,0.5744,2020,ECONOMICS,C,BUSINESS STUDIES,C,ACCOUNTING,C,052,B,new,17,September,2001,female
210703,COMMERCE,-0.7332,2020,ECONOMICS,S,BUSINESS STUDIES,F,ACCOUNTING,S,044,C,new,3,December,2000,female
6173,COMMERCE,-0.6872,2020,ECONOMICS,F,BUSINESS STUDIES,S,ACCOUNTING,S,046,B,new,23,July,2001,female
214766,COMMERCE,1.3956,2020,ECONOMICS,A,BUSINESS STUDIES,B,ACCOUNTING,A,062,A,new,10,November,2001,female
54533,COMMERCE,-0.9751,2020,ECONOMICS,S,BUSINESS STUDIES,F,ACCOUNTING,S,032,C,new,23,November,2001,female
223090,COMMERCE,0.4142,2020,ECONOMICS,B,BUSINESS STUDIES,C,ACCOUNTING,S,032,S,new,9,October,2001,female
60585,COMMERCE,-0.7467,2020,ECONOMICS,S,BUSINESS STUDIES,S,ACCOUNTING,F,036,S,new,14,June,2001,male
233667,COMMERCE,-0.8606,2020,ECONOMICS,F,POLITICAL SCIENCE,S,SINHALA,S,056,F,new,4,November,2001,male
179970,COMMERCE,1.1608,2020,ECONOMICS,B,BUSINESS STUDIES,B,ACCOUNTING,A,054,B,new,12,February,2000,male
132407,COMMERCE,-0.2889,2020,ECONOMICS,S,BUSINESS STUDIES,S,ACCOUNTING,S,Absent,Absent,new,28,July,2000,male
52328,COMMERCE,0.2981,2020,INFORMATION & COMMUNICATION TECHNOLOGY,C,ECONOMICS,C,ACCOUNTING,C,038,A,new,2,January,2002,male
46730,COMMERCE,0.9306,2020,ECONOMICS,C,BUSINESS STUDIES,B,ACCOUNTING,B,048,S,new,8,April,2001,female
149501,COMMERCE,-0.199,2020,ECONOMICS,C,BUSINESS STUDIES,S,ACCOUNTING,S,060,C,new,6,January,2002,male
62261,COMMERCE,1.4923,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,062,C,new,3,April,2001,female
213618,COMMERCE,-0.4272,2020,ECONOMICS,S,BUSINESS STUDIES,S,ACCOUNTING,S,042,F,new,22,August,2001,male
41085,COMMERCE,-0.5419,2020,ECONOMICS,S,BUSINESS STUDIES,C,ACCOUNTING,F,Absent,B,new,20,February,2000,female
151203,COMMERCE,2.1687,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,072,A,new,1,October,2001,female
5407,COMMERCE,0.242,2020,ECONOMICS,C,BUSINESS STUDIES,C,ACCOUNTING,C,054,B,new,22,October,2001,male
128999,COMMERCE,1.0912,2020,ECONOMICS,A,BUSINESS STUDIES,C,ACCOUNTING,C,046,S,new,13,March,2000,female
28592,COMMERCE,1.1925,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,C,052,F,new,3,January,2001,male
26783,COMMERCE,-0.6269,2020,ECONOMICS,S,BUSINESS STUDIES,S,ACCOUNTING,S,Absent,S,new,1,January,2001,female
201335,COMMERCE,0.6143,2020,ECONOMICS,A,BUSINESS STUDIES,C,ACCOUNTING,C,026,Absent,new,9,May,2000,female
187003,COMMERCE,-0.1564,2020,ECONOMICS,S,BUSINESS STUDIES,C,ACCOUNTING,S,034,F,new,20,August,2001,female
244141,COMMERCE,1.0008,2020,ECONOMICS,A,BUSINESS STUDIES,C,ACCOUNTING,B,050,S,new,17,June,2001,male
222397,COMMERCE,-0.732,2020,ECONOMICS,S,BUSINESS STUDIES,S,ACCOUNTING,F,042,S,new,20,November,2001,male
32549,COMMERCE,-0.7301,2020,ECONOMICS,S,BUSINESS STUDIES,S,ACCOUNTING,F,052,B,new,2,September,2001,male
235424,COMMERCE,0.3097,2020,ECONOMICS,C,BUSINESS STUDIES,S,ACCOUNTING,B,052,C,new,22,September,2001,female
26584,COMMERCE,0.1796,2020,ECONOMICS,C,BUSINESS STUDIES,C,ACCOUNTING,S,036,A,new,13,November,2001,female
227154,COMMERCE,0.4608,2020,ECONOMICS,C,BUSINESS STUDIES,B,ACCOUNTING,C,042,F,new,8,July,2001,female
136182,COMMERCE,0.1098,2020,ECONOMICS,C,BUSINESS STUDIES,C,ACCOUNTING,S,072,B,new,10,May,2001,male
41460,COMMERCE,-0.223,2020,ECONOMICS,F,BUDDHIST CIVILIZATION,S,SINHALA,B,Absent,Absent,new,9,December,2001,female
80421,COMMERCE,-0.1759,2020,ECONOMICS,S,BUSINESS STUDIES,C,ACCOUNTING,S,Absent,S,new,29,August,2000,male
267601,COMMERCE,-0.3029,2020,ECONOMICS,C,BUSINESS STUDIES,S,ACCOUNTING,S,Absent,S,new,17,May,2000,female
192452,COMMERCE,0.5663,2020,ECONOMICS,C,BUSINESS STUDIES,C,ACCOUNTING,C,042,S,new,16,September,2001,female
145021,COMMERCE,0.8315,2020,ECONOMICS,C,BUSINESS STUDIES,B,ACCOUNTING,B,042,F,new,5,November,2000,female
280488,COMMERCE,0.2935,2020,ECONOMICS,F,ISLAM,B,TAMIL,B,032,F,new,14,February,2001,female
132789,COMMERCE,0.9342,2020,ECONOMICS,B,BUSINESS STUDIES,A,ACCOUNTING,C,046,F,new,9,April,2001,female
53401,COMMERCE,0.3554,2020,ECONOMICS,C,BUSINESS STUDIES,B,ACCOUNTING,S,Absent,Absent,new,24,January,2001,male
302700,COMMERCE,0.419,2020,ECONOMICS,C,BUSINESS STUDIES,C,ACCOUNTING,C,042,S,new,30,August,2000,female
164549,COMMERCE,-0.6154,2020,ECONOMICS,C,BUSINESS STUDIES,F,ACCOUNTING,S,046,F,new,25,April,2001,male
291696,COMMERCE,-0.8086,2020,ECONOMICS,S,BUSINESS STUDIES,S,ACCOUNTING,F,030,S,new,27,May,2001,female
22612,COMMERCE,-0.3288,2020,ECONOMICS,C,BUSINESS STUDIES,S,ACCOUNTING,S,028,S,new,5,October,2000,male
7538,COMMERCE,-0.6406,2020,ECONOMICS,S,BUSINESS STUDIES,S,ACCOUNTING,S,046,B,new,1,December,2001,female
56677,COMMERCE,0.9061,2020,ECONOMICS,B,BUSINESS STUDIES,B,ACCOUNTING,C,048,C,new,2,March,2000,female
156394,COMMERCE,0.7136,2020,ECONOMICS,A,BUSINESS STUDIES,B,ACCOUNTING,S,064,C,new,10,February,2001,male
54846,COMMERCE,0.0945,2020,ECONOMICS,C,BUSINESS STUDIES,C,ACCOUNTING,S,034,F,new,21,August,2001,male
263353,COMMERCE,-0.5384,2020,ECONOMICS,F,BUSINESS STUDIES,S,ACCOUNTING,C,048,F,new,28,September,2001,female
222175,COMMERCE,0.7334,2020,ECONOMICS,C,BUSINESS STUDIES,B,ACCOUNTING,C,046,S,new,12,June,2001,female
185459,COMMERCE,0.2153,2020,ECONOMICS,C,BUSINESS STUDIES,C,ACCOUNTING,C,058,F,new,18,March,2001,male
57555,COMMERCE,-0.4457,2020,ECONOMICS,F,BUSINESS STUDIES,C,ACCOUNTING,S,056,S,new,12,March,2001,female
283323,COMMERCE,-0.5378,2020,ECONOMICS,F,BUSINESS STUDIES,C,ACCOUNTING,S,Absent,S,new,3,October,2000,male
118472,COMMERCE,0.0177,2020,BUSINESS STUDIES,F,ENGINEERING TECHNOLOGY,C,SCIENCE FOR TECHNOLOGY,S,068,F,new,25,October,2001,male
90132,COMMERCE,0.1922,2020,ECONOMICS,C,BUSINESS STUDIES,C,ACCOUNTING,S,030,F,new,30,October,2001,female
57990,COMMERCE,-0.5618,2020,ECONOMICS,S,BUSINESS STUDIES,S,ACCOUNTING,S,038,F,new,1,April,2001,female
148737,COMMERCE,-0.268,2020,ECONOMICS,C,BUSINESS STUDIES,C,ACCOUNTING,S,050,F,new,10,October,2001,female
167416,COMMERCE,-1.0126,2020,ECONOMICS,F,GEOGRAPHY,S,SINHALA,S,052,F,new,27,September,2001,male
2476,COMMERCE,-0.0029,2020,ECONOMICS,C,BUSINESS STUDIES,C,ACCOUNTING,S,048,C,new,15,March,2001,female
194184,COMMERCE,-0.7844,2020,ECONOMICS,S,BUSINESS STUDIES,F,ACCOUNTING,S,032,F,new,28,July,2000,male
160409,COMMERCE,0.2934,2020,INFORMATION & COMMUNICATION TECHNOLOGY,S,BUSINESS STUDIES,C,ACCOUNTING,C,Absent,C,new,8,January,2001,male
178642,COMMERCE,0.0087,2020,ECONOMICS,S,BUSINESS STUDIES,C,ACCOUNTING,C,054,S,new,31,May,2001,female
54922,COMMERCE,-0.7807,2020,ECONOMICS,C,BUSINESS STUDIES,S,ACCOUNTING,F,038,S,new,6,January,2002,male
267517,COMMERCE,-0.0319,2020,ECONOMICS,C,BUSINESS STUDIES,C,ACCOUNTING,S,050,S,new,8,March,2001,female
239877,COMMERCE,-0.6179,2020,ECONOMICS,F,BUSINESS STUDIES,S,ACCOUNTING,S,040,F,new,1,February,2001,male
71815,COMMERCE,0.4436,2020,INFORMATION & COMMUNICATION TECHNOLOGY,C,ECONOMICS,C,ACCOUNTING,C,050,C,new,6,July,2001,male
19458,COMMERCE,-0.1907,2020,ECONOMICS,S,BUSINESS STUDIES,C,ACCOUNTING,S,040,A,new,28,October,2001,male
171143,COMMERCE,0.7938,2020,ECONOMICS,C,BUSINESS STUDIES,C,ACCOUNTING,A,Absent,F,new,31,January,2000,male
95515,COMMERCE,0.8032,2020,ECONOMICS,C,BUSINESS STUDIES,B,ACCOUNTING,B,072,F,new,19,August,2001,male
265410,COMMERCE,-0.8997,2020,ECONOMICS,S,BUSINESS STUDIES,S,ACCOUNTING,F,Absent,F,new,15,March,2000,male
316020,COMMERCE,0.2433,2020,ECONOMICS,C,BUSINESS STUDIES,S,ACCOUNTING,S,050,A,old,5,June,1999,female
300494,ENGINEERING TECHNOLOGY,-0.0261,2020,MATHEMATICS,F,ENGINEERING TECHNOLOGY,S,SCIENCE FOR TECHNOLOGY,C,050,F,new,30,November,2001,male
3745,ENGINEERING TECHNOLOGY,-0.5185,2020,MATHEMATICS,F,ENGINEERING TECHNOLOGY,S,SCIENCE FOR TECHNOLOGY,S,046,S,new,6,September,2001,male
154367,ENGINEERING TECHNOLOGY,0.9805,2020,INFORMATION & COMMUNICATION TECHNOLOGY,C,ENGINEERING TECHNOLOGY,C,SCIENCE FOR TECHNOLOGY,C,056,A,new,19,October,2001,male
157049,ENGINEERING TECHNOLOGY,0.017,2020,INFORMATION & COMMUNICATION TECHNOLOGY,S,ENGINEERING TECHNOLOGY,S,SCIENCE FOR TECHNOLOGY,S,036,C,new,9,May,2001,female
178271,ENGINEERING TECHNOLOGY,-0.4987,2020,INFORMATION & COMMUNICATION TECHNOLOGY,F,ENGINEERING TECHNOLOGY,S,SCIENCE FOR TECHNOLOGY,S,052,F,new,19,June,2001,male
158490,ENGINEERING TECHNOLOGY,-0.0724,2020,INFORMATION & COMMUNICATION TECHNOLOGY,S,ENGINEERING TECHNOLOGY,S,SCIENCE FOR TECHNOLOGY,C,Absent,F,new,29,November,2000,male
133844,ENGINEERING TECHNOLOGY,-0.5914,2020,INFORMATION & COMMUNICATION TECHNOLOGY,S,ENGINEERING TECHNOLOGY,S,SCIENCE FOR TECHNOLOGY,S,044,S,new,4,February,2001,male
85118,ENGINEERING TECHNOLOGY,0.4194,2020,INFORMATION & COMMUNICATION TECHNOLOGY,B,ENGINEERING TECHNOLOGY,F,SCIENCE FOR TECHNOLOGY,C,050,B,new,17,March,2001,male
202934,ENGINEERING TECHNOLOGY,0.3664,2020,INFORMATION & COMMUNICATION TECHNOLOGY,C,ENGINEERING TECHNOLOGY,S,SCIENCE FOR TECHNOLOGY,S,048,C,new,27,September,2001,male
224132,ENGINEERING TECHNOLOGY,-0.4094,2020,INFORMATION & COMMUNICATION TECHNOLOGY,F,ENGINEERING TECHNOLOGY,S,SCIENCE FOR TECHNOLOGY,S,038,F,new,13,April,2001,male
52725,ENGINEERING TECHNOLOGY,0.0189,2020,INFORMATION & COMMUNICATION TECHNOLOGY,C,ENGINEERING TECHNOLOGY,S,SCIENCE FOR TECHNOLOGY,S,032,B,new,14,August,2001,male
142346,ENGINEERING TECHNOLOGY,-0.2247,2020,INFORMATION & COMMUNICATION TECHNOLOGY,S,LOGIC & SCIENTIFIC METHOD,C,FRENCH,F,040,B,new,14,February,2001,male
259125,ENGINEERING TECHNOLOGY,-0.7456,2020,INFORMATION & COMMUNICATION TECHNOLOGY,S,ENGINEERING TECHNOLOGY,S,SCIENCE FOR TECHNOLOGY,S,044,S,new,7,December,2001,male
136246,ENGINEERING TECHNOLOGY,-0.3171,2020,INFORMATION & COMMUNICATION TECHNOLOGY,S,ENGINEERING TECHNOLOGY,F,SCIENCE FOR TECHNOLOGY,C,048,S,new,13,May,2001,male
72774,ENGINEERING TECHNOLOGY,0.7484,2020,INFORMATION & COMMUNICATION TECHNOLOGY,S,ENGINEERING TECHNOLOGY,C,SCIENCE FOR TECHNOLOGY,B,046,C,new,27,July,2001,male
294052,ENGINEERING TECHNOLOGY,-0.6124,2020,AGRICULTURAL SCIENCE,S,ENGINEERING TECHNOLOGY,S,SCIENCE FOR TECHNOLOGY,S,040,F,new,7,June,2001,male
160691,ENGINEERING TECHNOLOGY,0.3825,2020,INFORMATION & COMMUNICATION TECHNOLOGY,S,ENGINEERING TECHNOLOGY,S,SCIENCE FOR TECHNOLOGY,C,054,S,new,17,May,2001,male
196708,ENGINEERING TECHNOLOGY,-0.3931,2020,INFORMATION & COMMUNICATION TECHNOLOGY,F,ENGINEERING TECHNOLOGY,S,SCIENCE FOR TECHNOLOGY,S,038,F,new,18,January,2001,male
16546,ENGINEERING TECHNOLOGY,-0.804,2020,INFORMATION & COMMUNICATION TECHNOLOGY,F,BUSINESS STUDIES,S,ACCOUNTING,S,050,C,new,11,March,2001,male
59654,ENGINEERING TECHNOLOGY,0.3844,2020,INFORMATION & COMMUNICATION TECHNOLOGY,S,ENGINEERING TECHNOLOGY,S,SCIENCE FOR TECHNOLOGY,C,056,F,new,5,April,1999,male
126649,ENGINEERING TECHNOLOGY,0.2256,2020,INFORMATION & COMMUNICATION TECHNOLOGY,S,ENGINEERING TECHNOLOGY,C,SCIENCE FOR TECHNOLOGY,S,052,F,new,1,January,2002,female
154375,ENGINEERING TECHNOLOGY,1.1004,2020,AGRICULTURAL SCIENCE,C,ENGINEERING TECHNOLOGY,C,SCIENCE FOR TECHNOLOGY,C,052,C,new,21,March,2001,male
146528,ENGINEERING TECHNOLOGY,0.3945,2020,INFORMATION & COMMUNICATION TECHNOLOGY,S,ENGINEERING TECHNOLOGY,S,SCIENCE FOR TECHNOLOGY,C,052,F,new,10,April,2000,female
171059,ENGINEERING TECHNOLOGY,0.0812,2020,INFORMATION & COMMUNICATION TECHNOLOGY,S,ENGINEERING TECHNOLOGY,S,SCIENCE FOR TECHNOLOGY,C,Absent,S,new,14,November,2000,female
97518,ENGINEERING TECHNOLOGY,-0.6522,2020,INFORMATION & COMMUNICATION TECHNOLOGY,F,BUSINESS STUDIES,S,ACCOUNTING,S,048,F,new,26,November,2001,female
125317,ENGINEERING TECHNOLOGY,1.1227,2020,INFORMATION & COMMUNICATION TECHNOLOGY,S,ENGINEERING TECHNOLOGY,B,SCIENCE FOR TECHNOLOGY,C,054,F,new,15,August,2001,female
258392,ENGINEERING TECHNOLOGY,-0.1921,2020,INFORMATION & COMMUNICATION TECHNOLOGY,S,ENGINEERING TECHNOLOGY,S,SCIENCE FOR TECHNOLOGY,S,048,S,new,29,September,2001,male
250203,ENGINEERING TECHNOLOGY,0.5594,2020,INFORMATION & COMMUNICATION TECHNOLOGY,C,ENGINEERING TECHNOLOGY,C,SCIENCE FOR TECHNOLOGY,S,030,S,new,1,March,2001,male
185100,ENGINEERING TECHNOLOGY,-0.1423,2020,INFORMATION & COMMUNICATION TECHNOLOGY,S,ENGINEERING TECHNOLOGY,S,SCIENCE FOR TECHNOLOGY,S,Absent,S,new,26,December,2000,male
29913,ENGINEERING TECHNOLOGY,0.4265,2020,INFORMATION & COMMUNICATION TECHNOLOGY,S,ENGINEERING TECHNOLOGY,C,SCIENCE FOR TECHNOLOGY,C,036,F,new,27,February,2001,male
310856,ENGINEERING TECHNOLOGY,-0.5345,2020,INFORMATION & COMMUNICATION TECHNOLOGY,S,ENGINEERING TECHNOLOGY,S,SCIENCE FOR TECHNOLOGY,F,042,S,old,25,August,1999,male
112768,PHYSICAL SCIENCE,0.4429,2020,PHYSICS,C,CHEMISTRY,C,COMBINED MATHEMATICS,C,058,F,new,12,December,2001,male
290535,PHYSICAL SCIENCE,0.0197,2020,PHYSICS,S,CHEMISTRY,S,COMBINED MATHEMATICS,C,056,S,new,22,December,2001,female
6975,PHYSICAL SCIENCE,-0.0025,2020,PHYSICS,S,CHEMISTRY,C,COMBINED MATHEMATICS,S,Absent,B,new,10,February,2000,male
78812,PHYSICAL SCIENCE,0.0243,2020,PHYSICS,S,CHEMISTRY,S,COMBINED MATHEMATICS,S,064,C,new,24,June,2001,female
115852,PHYSICAL SCIENCE,0.7904,2020,PHYSICS,C,CHEMISTRY,C,COMBINED MATHEMATICS,B,070,S,new,5,May,2001,female
244457,PHYSICAL SCIENCE,1.3924,2020,PHYSICS,B,CHEMISTRY,B,COMBINED MATHEMATICS,B,076,S,new,9,August,2000,male
284903,PHYSICAL SCIENCE,1.6766,2020,PHYSICS,B,CHEMISTRY,B,COMBINED MATHEMATICS,A,076,C,new,14,August,2001,male
10155,PHYSICAL SCIENCE,0.2105,2020,PHYSICS,C,CHEMISTRY,S,COMBINED MATHEMATICS,S,066,B,new,31,March,2001,male
45657,PHYSICAL SCIENCE,0.8613,2020,PHYSICS,C,CHEMISTRY,B,COMBINED MATHEMATICS,C,066,C,new,27,June,2001,female
261302,PHYSICAL SCIENCE,0.2664,2020,PHYSICS,S,CHEMISTRY,C,COMBINED MATHEMATICS,S,064,S,new,25,May,2001,female
83502,PHYSICAL SCIENCE,-0.1238,2020,PHYSICS,S,CHEMISTRY,S,COMBINED MATHEMATICS,S,058,C,new,5,June,2001,male
